parameter_1,parameter_2
-0.56694925,0.5110477
-0.5237955,-0.11820921
-0.2767808,-0.45144972
-0.64811707,0.14863664
-0.3601224,-0.0646729
-0.39729998,-0.07046734
0.046629906,0.24092029
-0.68084884,0.09994121
-0.031777143,-0.0028695911
-0.12276515,0.14543183
-0.6060457,0.07920255
-0.24484998,0.22968332
-0.17074956,0.48149705
-0.23182473,0.2689525
-0.3588087,0.05403717
-0.27661967,0.07255784
-0.1790184,0.3685372
-0.23671898,0.23018855
-0.46514952,0.23864135
-0.6001494,0.16402406
-0.6894549,-0.20373985
-0.057548076,0.3188329
-0.38457292,0.29021975
-0.40916213,-0.025679007
-0.73690593,0.20695218
-0.19949177,0.103705764
-0.6050231,-0.036708042
-0.20020445,0.013108723
-0.384376,0.48455262
-0.102999195,0.15531498
-0.05331725,0.5117606
-0.3346765,0.13951327
-0.40569025,0.22725719
-0.40235117,0.20317343
-0.22640568,-0.21450004
-0.32462826,-0.19680262
-0.08097954,0.3110519
-0.38399383,0.29032934
0.06755549,0.47778407
-0.48948044,0.27658278
-0.3527593,-0.1390225
0.24100754,0.34693033
-0.5190368,0.17228094
-0.2719686,0.07181354
0.0033258498,0.036939256
0.117108285,0.47655743
-0.10149987,0.16224834
0.0011893511,-0.001751408
-0.45009,0.0126487315
-0.4451235,-0.06612544
-0.45671964,0.30032992
-0.34401822,-0.21586844
-0.04252538,0.14521454
-0.3453527,0.23517393
-0.32335025,0.35626128
-0.09294343,0.1356374
-0.022128642,-0.07333131
-0.17806129,0.07744471
-0.16541502,0.30183303
-0.077849194,0.095184326
-0.47188035,0.07177371
-0.73325455,-0.05225934
-0.40110585,-0.0011453032
-0.582041,0.046944857
-0.4488846,0.3330991
-0.3582853,0.5959436
-0.3881139,0.021321826
-0.16968988,0.26810592
-0.98919916,0.03544023
-0.840925,0.32670668
-0.544423,-0.03047356
-0.335562,-0.033849
-0.5077603,-0.15895846
-0.5642808,0.1913013
-0.42070556,-0.055398747
-0.16066033,0.055520177
-0.5323659,0.23493612
-0.5935432,0.11495448
-0.23256999,-0.13755298
-0.18657275,0.1068973
-0.34218222,0.08007627
-0.21693894,0.18618277
-0.37499744,0.2073963
-0.1433112,0.24797013
-0.15131935,0.23316875
-0.6747731,-0.04859148
-0.4065515,-0.32445452
-0.35440353,0.3106177
-0.3104195,0.52968234
-0.35715857,0.2892772
-0.30955714,0.20180443
0.061986357,0.11702224
-0.4035829,0.368675
-0.18351093,-0.12209156
-0.0511401,0.08260913
-0.1089254,-0.082002416
-0.13907386,-0.12031835
-0.5906198,0.3188445
-0.26850876,-0.092140034
-0.42216218,0.25015938
0.17966393,-0.46725407
-0.19210027,-0.11802097
-0.41247934,-0.11483516
-0.43037406,0.0314681
-0.63480926,0.008340791
-0.05303228,0.40044078
0.0034434497,0.20812114
-0.1055789,0.58989775
-0.11822429,0.390235
-0.12614809,0.25687158
-0.34893984,0.29187238
0.00383237,-0.20288232
-0.37702543,0.34222132
-0.625806,-0.3207174
0.019843727,0.33395463
-0.5749527,-0.3214058
-0.19223623,0.3221625
-0.10244244,-0.067714915
-0.48409843,0.10980305
-0.100492135,0.4149257
-0.5223131,0.20889702
-0.6218338,-0.10761134
-0.57853985,0.19091734
-0.10807297,-0.10709022
-0.4222183,0.28142577
-0.37343416,0.039434046
0.004974991,0.4874913
-0.7007721,0.10165726
-0.28642341,0.043400876
-0.5671452,-0.085929826
-0.18405825,0.22721207
-0.38938344,-0.06771396
-0.0154541135,0.3339882
-0.0964562,0.13024376
0.079099804,0.15629324
-0.39087418,-0.33169204
-0.33146998,-0.1303322
0.051189512,0.053682223
-0.4105248,0.23850116
-0.35915112,-0.13044652
-0.241999,-0.16622749
-0.47731262,0.0372169
-0.4289332,0.098276205
-0.23865578,-0.03142111
-0.40256,0.1259603
-0.3513941,0.1839177
-0.282399,0.5716545
-0.11066635,0.1291861
-0.46553078,-0.10120197
0.15771362,-0.06577091
-0.7178087,-0.053836882
0.13459891,0.120883524
-0.7430352,0.16628826
-0.20608129,0.44211355
-0.019836992,0.2870066
0.3298646,0.0011186898
-0.5394528,-0.018386692
-0.13918649,0.38017872
-0.27078658,0.38779905
-0.55397505,0.15212916
-0.009984583,0.6087023
-0.12134327,-0.17977285
-0.51453465,0.20586187
-0.39771947,0.13280931
-0.09430863,-0.18902737
-0.2262458,0.36138946
-0.048789978,-0.14637479
-0.6576509,0.30626616
-0.041939676,0.05654607
-0.26691708,-0.15671784
-0.4021547,-0.03440912
-0.61102176,0.013704792
-0.64589405,0.26206988
0.056158423,-0.0645044
-0.87007964,0.052178517
-0.4048844,0.1361469
-0.43425414,0.25086573
-0.3033491,0.3318333
-0.4490183,-0.033427805
-0.37794727,0.17892751
-0.10626291,0.2187519
-0.14628921,0.3896364
-0.3311618,0.100308225
-0.7291792,0.33372003
-0.3443438,-0.20108265
-0.34098795,0.32613385
-0.26135215,0.3702355
-0.53140444,-0.041460514
0.103125095,-0.06230533
-0.17514525,0.8315525
0.24639824,-0.19888774
-0.57357144,0.35949755
-0.071391776,0.19228871
-0.2128286,0.34164387
-0.13439186,0.048107393
-0.6134696,-0.056525037
-0.77699494,0.14407976
-0.25542235,0.24439116
-0.35824603,-0.19398999
-0.3933429,0.050182134
-0.08384797,-0.11570382
-0.42150044,0.056272477
-0.17579783,0.22640735
-0.5712229,0.010545544
0.2953132,-0.02570577
-0.11096077,0.54858226
-0.5607791,0.40126356
-0.18263772,0.43402857
-0.31491485,0.085366696
-0.12827702,0.12835544
-0.3301901,-0.41604432
-0.32759148,0.20712382
-0.57005644,0.5131466
-0.31476453,0.40157923
0.20319954,0.15036432
0.03799072,0.17659025
-0.50966793,0.10389002
0.10665843,0.026378825
-0.6027745,-0.026227713
-0.38422632,-0.0064774156
-0.15642275,0.45941937
-0.36469314,0.17721654
-0.5220511,0.28387478
-0.04690051,-0.04773055
-0.26171872,0.20779872
-0.3244912,0.19503814
-0.46353257,0.054302342
-0.30103138,0.071076795
-0.27167812,-0.15360063
-0.307164,-0.1233325
-0.57858545,0.10691296
0.05478379,-0.09651771
-0.273499,0.16253497
-0.24511382,0.29251242
-0.22088787,-0.40130243
-0.26614726,0.22171694
-0.6940969,-0.12878805
0.06616199,0.18788987
-0.09740436,0.3727115
-0.5496727,0.26943564
-0.26683533,0.287589
-0.6809815,0.16544935
-0.6621797,0.20033514
-0.41098556,-0.41858265
-0.8291956,0.15006371
-0.21957669,0.12890662
-0.24616018,-0.23442611
-0.35762173,0.104668155
-0.5719578,0.019264042
-0.48147568,-0.16562808
-0.15767859,0.614432
-0.49808145,0.32251817
-0.34336662,-0.09590986
-0.14929233,-0.08951467
-0.90747845,-0.30764034
-0.47800148,0.37788403
0.020494461,0.06422429
-0.25756773,0.1984476
-0.19920745,0.23944321
-0.23148498,0.004030913
-0.38964355,0.07770484
-0.13898653,0.22958082
-0.1086341,-0.022102833
-0.10477364,0.1074879
-0.62537897,0.16181017
-0.088439435,0.0134454
-0.3841965,-0.31059846
-0.5456018,-0.30580154
-0.21318176,0.12430516
-0.1693491,0.53309715
-0.33731,0.42712766
-0.020919263,0.23256308
-0.08083972,0.011514187
-0.24107146,0.25045907
0.10336918,-0.15436706
-0.13314009,0.06341182
-0.56284183,0.5110594
-0.5918752,0.25787726
-0.38576227,0.23028888
-0.44364545,-0.26789746
-0.6236206,0.34127003
-0.1617904,0.32031822
-0.25489143,0.049490757
-0.18428272,0.06580274
-0.34810835,-0.019054815
-0.33420584,0.30391634
-0.2966017,0.48451796
-0.59470963,0.11950406
-0.43381017,0.19615623
-0.10659082,0.15532845
-0.119639024,0.01102706
-0.46685347,0.1939477
-0.27499035,0.41146913
-0.0408746,0.33985913
-0.43993878,-0.02466008
-0.4436122,0.1475735
-0.14782101,-0.17368796
-0.2766631,-0.0038036108
-0.24670058,-0.042085946
-0.28210065,-0.30145776
-0.4852721,0.01742319
0.1227178,-0.032203287
-0.684517,0.060764626
-0.36851284,0.1650889
-0.39721435,0.3896985
-0.3833058,-0.31567663
-0.6193235,0.05462607
-0.16854253,0.2088395
-0.4497963,0.09680084
-0.5612309,0.24727945
-0.65252995,0.47186953
-0.6863142,0.1598734
-0.49142918,-0.24759287
-0.43037897,0.17127618
-0.4121555,0.092045024
-0.58714306,0.49876806
-0.2875959,0.29714966
-0.5506835,-0.12287068
-0.38260645,0.14600429
-0.34669626,0.3839054
-0.55106115,-0.17651442
0.04783553,0.07928675
-0.094407484,0.1921637
-0.74886346,0.10253779
0.25668284,0.35259938
-0.3711435,0.1796083
-0.4717738,-0.08204624
-0.5591762,0.10905159
0.17067346,-0.09156844
-0.15293568,-0.12724194
-0.3621135,-0.04029946
-0.42817777,-0.0071119964
-0.59148633,-0.1323463
-0.61310565,0.33525312
-0.28795284,0.0939724
-0.21207426,0.4781335
-0.5057631,-0.18012017
-0.21477473,0.37694684
-0.13029446,0.21074905
-0.31388772,0.42729005
-0.42962122,0.25235015
-0.3384466,0.14658855
-0.09780204,0.4650299
-0.16233304,-0.15562907
-0.3134717,-0.050550684
-0.11308296,-0.19368693
-0.54077464,0.13647796
-0.1987209,0.09993383
-0.14214833,0.49106875
-0.2715925,-0.2553135
0.01196596,-0.10800652
-0.03824538,0.30870616
0.12685332,0.24816258
-0.6474741,0.32474816
-0.7335472,0.28371
-0.4773361,-0.12995932
-0.5490707,-0.46924403
-0.37823486,0.2731615
-0.5365617,0.17975222
-0.20477918,0.23282532
-0.17860653,0.3675832
-0.019035578,-0.08645597
0.0032999218,-0.01871714
-0.39304462,0.4459694
-0.37082332,0.3377133
-0.41898268,0.044524625
-0.39132488,-0.39125308
-0.28447604,-0.10134815
-0.041146636,0.25378242
-0.4322238,-0.16386077
0.015184253,0.4611547
-0.67363924,0.14835417
-0.20209876,0.07296754
-0.34946224,0.37986454
-0.25258636,-0.036639944
-0.59097445,0.09923221
-0.44770807,0.4287155
-1.0086901,0.4749949
-0.5435245,0.30955768
-0.47515848,-0.083030105
-0.62889147,-0.19469613
-0.42424214,0.26946735
-0.39614934,0.38880908
-0.22405075,0.17042829
-0.44212025,0.43126738
-0.7484213,-0.21549219
-0.2270198,0.086879164
-0.23452164,-0.0958032
-0.3667475,-0.23784083
-0.083165035,0.15796915
-0.78653896,0.5106853
-0.431116,-0.15019462
-0.5676242,0.23295265
-0.6536962,0.46377093
-0.26979342,0.31326014
-0.12468332,0.17745754
-0.18424584,-0.11952549
-0.326259,0.34345347
-0.0736462,0.489111
-0.6217659,-0.010727823
-0.6445656,-0.35513467
-0.0781382,0.25289428
-0.39361718,0.5399979
-0.285592,-0.45377144
-0.46667376,0.3040176
-0.37537187,0.22194496
-0.37585646,0.004180081
-0.3417583,0.65029955
-0.5305123,-0.042353958
-0.8445451,-0.074012935
-0.17560513,0.16932231
-0.19362247,0.3592531
-0.37445408,-0.1704585
-0.5770072,-0.08897233
-0.36378512,0.36196285
-0.4410965,0.31013727
-0.32646954,-0.22682214
-0.370121,0.24524277
-0.24690309,0.0738084
-0.5800716,0.38029534
-0.05784166,0.026599087
0.08418259,0.029657558
-0.39831543,-0.18299639
-0.15194264,0.5225476
-0.22196715,-0.03444454
-0.46031824,0.25185844
-0.6409756,-0.2716019
-0.33536074,0.5116136
-0.27271393,0.6229112
-0.058538824,0.15795793
0.0043358505,0.111035645
-0.54848075,0.25567442
-0.5929163,0.032152697
-0.23356807,0.2969914
-0.64857566,-0.07200603
-0.08404383,0.028857477
-0.53229654,0.0090416595
-0.6112262,0.32230657
-0.44045442,0.6968317
-0.43635798,0.08355064
-0.3115294,0.2409341
-0.38875425,-0.06529817
-0.36352503,0.117211856
-0.53831935,0.30724904
-0.51278937,-0.009207919
-0.44962528,0.2124191
-0.23317921,0.40918294
-0.57794535,0.26851517
-0.06318915,-0.050270796
-0.24871776,0.41156256
-0.53373146,-0.2418203
-0.32642207,0.18867065
0.0114863515,-0.048590124
-0.44976857,0.4125665
-0.45492932,-0.12788
-0.1851075,0.36486
-0.29518625,0.43784162
-0.5971182,0.051724218
-0.11205454,0.1349785
-0.59155357,0.025987603
-0.4471544,0.10927758
-0.44465613,0.2429376
-0.5284733,0.06384375
-0.117215246,0.22249264
-0.14473508,0.18227133
-0.3959215,-0.024356946
-0.16260315,0.2901963
-0.3421212,0.31406593
-0.2537786,0.4024106
-0.19236799,0.0635047
-0.26311287,0.0032641515
-0.5022458,0.15897311
-0.33288622,-0.46999726
-0.4067076,0.0627614
-0.3581209,0.16571034
-0.4718445,0.10665655
-0.223806,-0.28702322
-0.55833834,0.19261289
-0.29065138,0.53335214
-0.5371293,-0.020556852
-0.19926241,0.25331932
-0.574561,-0.06250274
0.07298744,-0.06349909
-0.20542155,0.115226746
-0.6669228,0.11318096
-0.26309094,0.1017272
-0.19396496,0.2726423
-0.582614,-0.31189138
-0.15648668,0.13648254
-0.3808929,0.106546976
-0.2656418,-0.07577975
-0.37866527,0.25857568
-0.4519722,0.40720823
-0.32471865,0.07478927
-0.14771913,0.4956251
0.019281685,-0.34285867
-0.6973939,-0.07986693
-0.2001551,0.12958091
-0.100275636,0.115428075
0.022309154,0.35071358
-0.34829324,-0.37603995
-0.31040514,0.08718316
-0.2041128,0.37354988
-0.7045114,0.12275816
-0.17274016,-0.21643639
-0.7189059,-0.004738033
-0.7071575,-0.14539638
-0.21914402,-0.19949308
0.101872206,0.44434008
-0.38746962,-0.102555424
-0.5670183,0.44203675
-0.1316739,0.23940226
-0.41571262,0.2576298
-0.4571057,0.48875496
-0.1647431,0.04347778
-0.42272878,-0.2717606
-0.23103379,0.08125922
-0.0006684661,0.24040881
-0.18724863,0.38000816
-0.6216192,0.57672834
-0.21474233,0.40425554
-0.4611701,0.13033496
-0.19838804,0.007916279
0.021015584,0.53560174
-0.38498443,0.16986966
-0.38446057,-0.12401605
-0.49333856,0.28289798
-0.27365142,0.5341998
-0.5827668,0.45488477
-0.85473394,0.06628786
-0.14231953,0.17219032
-0.4275939,0.34631813
-0.39306816,0.18727791
-0.06973022,0.008307859
-0.023170918,-0.42740205
-0.1938954,-0.2572043
-0.38840872,-0.027639762
-0.01774469,0.1972383
-0.3290048,0.25244945
-0.24537213,0.5190257
-0.61271846,0.0047740266
-0.13925713,0.19281709
-0.52958983,0.21645679
-0.46629035,0.47550684
-0.10313472,0.1911565
-0.030726463,-0.06656659
-0.27381718,0.13748485
-0.6224604,-0.0739515
-0.31050223,-0.10141012
0.07715511,-0.40047458
-0.08533479,0.11065713
-0.5204675,0.32936054
-0.48044595,0.30700758
-0.4742986,0.62528074
-0.17967008,0.35903713
-0.03592363,0.08210751
-0.532362,0.41832256
-0.3438313,0.19622394
-0.4689755,0.3060377
-0.7155975,0.14337376
-0.9324393,0.22451645
-0.54391086,0.18141864
-0.43459114,0.16511305
-0.47382653,-0.22294387
-0.093913734,-0.15815324
0.049292117,-0.16909647
-0.05207616,-0.13763261
-0.4668432,0.55615985
-0.7537674,0.27311522
-0.40887386,0.3671931
-0.5005863,0.08768468
-0.3207677,0.59326327
-0.4386207,0.011069737
-0.21913931,-0.086509004
-0.3320127,0.16568881
-0.2985846,0.031758085
-0.27067542,0.38293216
-0.41833466,0.15609112
-0.028896809,0.19814524
-0.22355208,-0.031052202
-0.22539154,0.0077630877
-0.5286443,0.30138588
-0.7775792,0.2926621
-0.512055,0.05114007
-0.5430182,0.32780623
-0.12447922,0.2548421
-0.24258146,0.25490314
-0.18409352,0.13792145
-0.34403244,-0.11726411
-0.4088872,0.33253422
-0.50748205,-0.1961244
-0.7137841,-0.23918948
-0.4885323,0.43231797
-0.5300863,0.0020201579
-0.6763451,0.13397512
-0.38845754,-0.053003043
-0.1864217,0.12801237
-0.21036983,-0.1764715
-0.44070688,0.0013970584
-0.3659256,0.11272103
-0.29149932,-0.06548491
-0.47307155,-0.09415439
-0.32098508,0.29809475
-0.5441412,-0.0109702945
-0.06017065,0.4307385
0.026001811,0.2844553
-0.33199507,-0.037731424
-0.36218444,0.09683156
-0.10546386,0.20494558
0.12221068,0.40391064
-0.16339491,0.06828495
-0.19148289,0.19087745
0.22339115,0.10839853
-0.4309199,0.54973924
-0.54917467,-0.16951105
-0.2650752,0.2707136
-0.3282507,0.0060638636
-0.21762066,0.107376695
-0.31124794,0.16938244
-0.3645265,0.42836505
-0.046568483,-0.11413668
-0.26711646,-0.14938065
-0.55573773,-0.3033398
-0.36392254,-0.040253386
-0.5695107,0.6039168
-0.51039493,0.5072074
-0.2902845,0.19138756
-0.09963472,0.1134908
-0.3618747,0.34609175
-0.23442382,0.2628935
-0.36715302,0.24049845
-0.07067856,0.60658336
-0.3574829,-0.021255612
-0.08081193,0.0011094213
-0.18750551,0.33237332
-0.7643707,0.14294696
0.10760918,-0.2724181
-0.3821075,-0.2412532
-0.85424495,0.25793722
-0.4852897,0.050263822
-0.10410246,0.2569859
-0.17064269,0.1084182
-0.3752471,0.38700303
-0.04376754,-0.5010439
-0.3568559,0.40908077
-0.62549806,0.1809744
-0.47159413,-0.063317195
-0.7050204,-0.009160787
-0.42372963,0.046168357
-0.06896281,0.033653036
-0.4701814,0.3269356
-0.64029765,0.13043809
-0.20182493,-0.14224693
-0.06681919,-0.005311489
-0.7440127,-0.12167013
0.029922694,0.238113
-0.33144698,-0.06318745
-0.55561376,0.44299433
-0.69650054,0.41488588
-0.32051364,0.026974142
0.22565451,0.61461425
-0.23537572,0.45305085
-0.38049462,0.3804559
-0.5522505,0.20596746
-0.29604048,0.24532947
-0.539375,0.041195005
-0.14723645,0.41500586
-0.39232692,0.19505432
0.028550893,-0.08779997
-0.045240015,-0.17799175
0.010403037,0.4804806
-0.22930008,0.3639782
-0.38397807,0.075186834
-0.41562927,0.079091415
0.0133036375,0.4081771
0.11628321,-0.09287937
-0.38743448,0.030502185
-0.10627583,0.08054337
-0.49658823,0.23862591
-0.41303936,-0.27681643
-0.12536617,-0.014599174
-0.39498302,-0.036332592
-0.110519305,0.08942114
-0.55392206,0.42596734
-0.4732948,-0.025885299
-0.48606002,0.3991225
-0.24128714,0.11703868
-0.3815768,-0.043337256
-0.026638031,0.14622715
-0.06704968,0.17252845
-0.20062664,0.22470047
-0.7246442,0.3434255
-0.47765505,0.37519252
-0.6658676,-0.11413212
-0.25851384,0.15398946
-0.24970669,-0.19084516
0.026641697,0.31500936
-0.61285865,-0.21658081
-0.18903455,0.13340503
-0.20598723,0.09989058
-0.15593316,0.6135541
-0.28681466,-0.08482063
-0.12274045,0.018713988
-0.49391872,0.35570943
-0.07183659,0.1290712
-0.59755147,-0.19547305
-0.359047,0.2473998
-0.7716919,0.21409813
-0.42126027,0.058056578
-0.28964102,0.04152908
-0.30271018,0.24949001
-0.09928697,0.14891699
-0.47852397,0.16806483
0.3344777,0.0146166235
-0.3018914,0.14246944
-0.15436621,-0.07962857
-0.44755524,0.26703012
-0.25923193,0.091567814
-1.079725,-0.12415129
-0.21279594,-0.12011182
-0.37855387,-0.41096643
-0.42746663,0.18359931
-0.35784328,0.36942086
-0.20401293,0.20181859
0.099888414,0.21523947
-0.13452539,-0.16302082
-0.24148059,0.16679594
0.027384967,0.5246634
-0.38312787,0.07673885
-0.49738383,0.7338201
-0.57580936,0.058055006
-0.20575076,0.13894776
-0.48306668,0.03114105
-0.30020624,0.05408612
-0.28720912,0.20092276
-0.17421606,0.29207042
-0.7043658,0.015892476
-0.40848848,-0.06091842
-0.33894503,0.29373825
-0.49231762,0.31638575
-0.19057614,0.3287548
-0.293407,0.48409605
-0.19803709,-0.30889723
-0.7707257,0.42993176
-0.51937544,0.460168
-0.6224507,0.18993771
-0.2366921,0.39353958
-0.70620793,0.23041895
-0.36208028,0.17345142
-0.19409184,0.19184527
-0.44203094,-0.16864878
-0.44814014,-0.52525735
-0.1782393,0.35441253
-0.2561634,0.29654965
-0.21367517,0.18463767
-0.40929842,0.34980035
-0.3666985,-0.110674635
0.027000368,-0.4061955
-0.49738926,0.111821584
-0.2180076,0.2717955
-0.21633202,0.03835366
-0.20996036,-0.24582383
-0.6139016,0.40566412
-0.40587628,0.26125747
-0.5787556,0.3668777
-0.12772202,0.46129343
-0.5788467,0.24214384
-0.4468001,0.113595985
-0.106719404,0.34190407
0.14504561,0.31711245
-0.5953596,-0.020507768
-0.20618115,0.3645128
-0.18234445,0.34627727
-0.32085842,0.28771442
0.15660453,0.17449272
-0.7412307,0.16110373
-0.26933295,0.41343537
-0.21462584,0.27643657
-0.39145857,0.019132793
-0.41379845,0.339832
-0.49412787,0.095939875
-0.49772203,-0.05585742
-0.13949634,0.20262523
-0.39988735,-0.05024071
-0.5098658,-0.14757186
-0.2196773,0.18894425
-0.35641855,0.13683587
-0.42541513,-0.066655934
-0.39759064,0.14908119
-0.50463706,-0.11743699
-0.28087863,0.5996639
-0.51931363,0.43463898
0.22026423,0.15843081
-0.02585736,0.2136321
-0.57723534,-0.09634358
-0.17338273,-0.28420386
-0.58785,0.122320786
-0.021566331,0.010444552
-0.73492813,0.1490004
-0.108346894,0.25799304
-0.3716755,-0.24498165
-0.43002683,0.19751088
-0.18044315,0.24146917
-0.622339,0.2656934
-0.38766557,0.108317636
-0.032339692,0.17316143
-0.52175003,0.5958375
-0.14042102,0.46476752
-0.4181159,0.38139516
-0.7178255,0.24528255
-0.2774534,0.4490433
-0.29698312,0.16210645
-0.059494704,-0.19596827
-0.09564555,0.19298688
-0.42792532,0.12905896
-0.47090757,-0.2519952
-0.46798354,0.22638959
-0.2000305,-0.036338985
-0.324125,0.24271624
0.029228747,0.23782814
-0.101187766,-0.1272263
-0.96361077,-0.08020437
-0.42423895,0.15889272
-0.043836147,0.3050102
-0.58937955,0.18692684
-0.30214107,0.14243937
-0.21183607,0.31117925
-0.38724247,-0.22980192
-0.53701943,0.017534658
-0.31924704,-0.079849765
-0.41126603,0.2069749
-0.14038123,-0.3921375
0.032162398,-0.12669963
-0.4645763,-0.055248186
-0.43004742,0.43135738
-0.28120092,0.32920134
-0.7795977,-0.017043278
-0.71524507,0.20873839
-0.3051703,0.13503876
-0.65601444,0.23533612
-0.481884,0.080027714
-0.47581518,0.114155814
-0.23755404,-0.05531068
-0.12313609,-0.035445854
-0.34666318,0.33088535
0.10271153,0.3411463
-0.13933524,0.2081857
-0.50744885,0.5971713
-0.31362703,-0.049352452
-0.65799737,0.15989314
-0.16010714,-0.077207
-0.42482328,0.01632902
-0.053291142,0.48630536
-0.32721758,0.431023
-0.79177845,0.017071165
-0.4150455,0.12904966
0.040010005,-0.4442294
0.06923658,0.052327245
-0.6879881,0.5668421
-0.25552097,0.6100678
-0.27020395,0.54483366
-0.15256034,0.30997664
-0.5225993,0.30799282
-0.23514423,0.14538991
-0.42686668,-0.13454211
-0.32047805,0.20941272
-0.32563302,0.299282
-0.2374631,0.23439479
-0.43483415,-0.09264137
-0.5713323,0.36021397
-0.2123783,0.006062314
-0.3757785,-0.26186368
-0.5702328,0.048941158
-0.25219497,0.41087887
-0.17470823,0.25797015
-0.3207991,0.18610446
0.08385399,0.017316915
-0.34684345,0.5547986
-0.20796952,0.31634083
-0.33006945,-0.047503933
-0.57024765,0.22117895
-0.46530914,0.7935473
-0.21727014,0.071856335
-0.74986744,0.08407905
-0.33300802,0.10412714
-0.39466166,0.0966562
-0.5210365,0.08865282
-0.79907286,0.32453024
-0.7641349,0.3454182
-0.61774886,0.4415208
-0.33468553,0.058392927
-0.40860325,0.10739431
-0.34473047,0.23640697
-0.3950746,-0.36303177
-0.5401739,0.049664788
-0.19080763,-0.16366825
-0.46802366,0.2913295
0.16896263,0.12658712
-0.53743196,0.20245421
-0.54690456,0.3580793
-0.24047422,-0.054374084
-0.6725867,-0.0441038
-0.70122534,0.08872061
-0.26399902,0.64962316
-0.017266065,0.13106513
-0.42932603,0.17683549
-0.29836863,-0.061266735
-0.22246091,-0.09694706
-0.4875359,0.03296548
-0.35973606,0.079501554
-0.09374814,0.016560592
-0.17384404,0.36886883
0.14910358,-0.13480213
-0.57402265,0.030881137
0.08939618,0.2878037
-0.24032113,-0.0002541244
-0.3419395,0.23130785
-0.027532488,0.1430975
-0.12772578,0.3565759
-0.21374148,0.07549748
-0.81613594,0.26898557
-0.13147698,0.14852814
-0.31321976,0.29888463
-0.28884023,0.2666305
-0.7233927,0.13350514
-0.08887431,0.029283077
-0.6052801,0.25585815
-0.27035016,-0.2871483
0.064825356,-0.17955872
-0.40006015,-0.024298564
-0.43351287,0.3155635
-0.19988017,-0.11676712
-0.0010164976,-0.13738999
-0.49488702,0.29331684
-0.052351058,0.08762596
-0.16732723,0.31371352
-0.032252282,0.26135182
-0.19756755,0.2649948
-0.14226253,0.28241658
-0.2295354,0.046132095
-0.34930658,0.04671266
-0.6183394,0.08602475
-0.54628056,-0.10897817
-0.53154534,0.34705758
-0.38623375,-0.008123025
-0.4804602,-0.117969155
-0.32699397,0.13046639
-0.35002902,-0.058019057
-0.32233998,0.03148354
0.122906,0.47878543
-0.0735202,0.20732678
-0.2161619,-0.07907866
-0.10954912,0.29305178
-0.2551514,0.26814103
-0.57661426,0.24587199
-0.14725399,-0.032304674
-0.20293128,0.008668087
0.024588585,0.060467154
-0.12225641,0.09692843
-0.15319322,0.11854618
-0.31287667,-0.31465465
0.1741448,0.043901294
-0.102460235,0.506825
-0.47433612,0.1492646
-0.28827125,0.19963208
-0.46108425,-0.15269119
-0.6092415,0.17239
-0.456353,-0.17184743
-0.33292496,0.34314746
-0.017535806,0.34788248
-0.30995625,0.11804523
-0.43836132,0.27896643
-0.2750946,0.2739988
-0.3740568,0.52501154
0.030650377,0.14620937
-0.64426994,0.078830734
-0.24353844,0.21880865
-0.35395142,-0.12741378
0.111489326,0.38848892
-0.12539685,-0.2328772
-0.42014825,-0.103529975
-0.6189738,-0.061426178
-0.5260117,0.17392127
-0.4515234,-0.031200215
-0.5430217,-0.11070947
-0.39166906,-0.048119053
-0.19732589,-0.19711432
-0.56765044,0.529794
-0.37676314,0.061755806
-0.24771376,-0.0448066
-0.0027419627,0.037529215
-0.67709684,0.4874167
0.06906241,0.29364076
-0.4237544,-0.07396224
-0.4206292,0.22358777
-0.6435512,0.06925458
0.05276695,0.3395145
-0.41169366,0.3440035
-0.42503986,0.27900097
-0.32819048,0.048975796
-0.18131295,0.53195435
-0.6352145,0.18846479
0.030126542,0.25725663
-0.78057694,-0.05611983
-0.035472006,-0.08979769
0.027419537,0.65290916
-0.5638611,0.18160206
-0.43509245,0.21963415
-0.06758398,0.23586893
0.024230719,0.35045224
-0.381129,0.27446887
-0.28995267,-0.032914653
-0.42564562,0.21142232
0.03101942,-0.08405718
-0.17544898,-0.08780077
-0.25572264,0.1687479
-0.37439328,0.041716345
-0.504035,0.10381723
-0.6187339,0.47630295
-0.41464236,0.27019316
0.011607558,0.13153356
-0.4884649,0.30006704
-0.39706716,0.17280748
-0.12126689,0.17470731
-0.6762593,0.02878239
-0.48797005,0.29608184
-0.2607507,0.2875654
-0.49074244,0.5463677
-0.4178944,0.045200035
-0.47268477,-0.24249935
-0.34539995,-0.3624524
-0.35053086,0.27381083
-0.036812156,-0.0029230863
-0.4938481,0.22231872
-0.7935463,0.046608843
-0.60501236,0.06521451
-0.30288294,-0.069448546
-0.42993098,0.28968245
-0.5069366,-0.102387354
-0.26559737,0.5031661
-0.39135897,0.39402783
-0.070763275,-0.10151294
-0.38557327,0.31697935
-0.48068607,0.14096075
-0.41687775,0.056585677
-0.044635236,0.06374358
-0.10680787,0.33718085
-0.07931186,0.18864496
0.1106568,0.20982099
-0.03196633,-0.007428989
-0.46361527,0.15007667
-0.34175533,0.07027696
-0.2782483,0.2727821
0.06293103,0.24432436
-0.33549774,0.079036325
-0.5939144,0.36299527
-0.37656778,-0.007974386
-0.19804591,0.30781603
-0.44556114,0.13346665
-0.28571498,0.45131913
-0.025934845,0.2188375
-0.18625733,0.10217759
