parameter_1,parameter_2
-0.362647,0.052280184
-0.22484028,0.11090277
-0.33268088,-0.19517125
-0.17609033,-0.115641385
0.0022891834,0.4675331
0.29451942,-0.047681745
-0.115795866,-0.14979877
0.12162061,0.38737106
-0.21853401,0.16815647
-0.13280131,-0.1719616
-0.44505942,-0.11932899
-0.5153619,-0.020528298
-0.3433149,-0.03649394
0.44545567,0.11888756
-0.04967288,0.21370639
-0.072355144,-0.18577097
-0.052397914,0.0983122
-0.24677776,-0.16745192
-0.2661871,-0.32522103
0.28666788,-0.13295914
-0.17419542,-0.10384154
-0.11298539,0.046313122
-0.1181435,0.18755275
-0.38325614,0.24965352
-0.1408861,0.41035235
-0.08372179,0.04814837
-0.084161915,0.42353895
-0.12424068,-0.12094323
-0.13564974,-0.055790816
-0.21742961,0.1750345
0.1341183,-0.023246575
-0.58999795,0.18124679
-0.0122291,0.40005156
-0.111612596,0.17517608
0.08854024,0.3328679
-0.14040568,0.26775408
-0.18820079,0.45388785
-0.43605065,-0.11306284
-0.08057955,0.0409894
0.006818861,-0.2551955
0.0276974,0.20490097
0.36263192,0.17599264
-0.18425481,0.23555875
-0.43161303,-0.09559919
-0.091746785,0.0030999035
-0.7431136,0.24292444
0.29748946,0.043020453
-0.068963006,-0.059924345
0.1309686,0.10644144
0.20438097,-0.07109842
-0.001576513,-0.12272102
-0.118184805,0.041390527
-0.16590515,0.237527
-0.11994809,-0.31373462
0.0546799,0.23102948
0.01387357,0.08065461
-0.22974154,0.23032875
0.20904435,0.05503425
-0.23717359,-0.024615224
0.031473726,0.027017985
0.23051389,-0.20383328
0.12889862,-0.008484181
0.2378134,-0.07986921
-0.095735826,0.1733971
0.33001882,0.45952338
-0.26097456,-0.4352076
-0.24628477,0.040510315
0.06332992,-0.1896176
0.112217635,0.14116868
-0.16767803,0.36313942
-0.20923595,0.23070095
-0.60032356,-0.28253236
-0.27854478,-0.23618384
0.07097615,0.18500093
-0.14839366,-0.39720047
0.06544891,-0.044761036
0.12760043,0.38030154
-0.28006506,-0.24723841
-0.24582082,0.26209673
-0.2945001,0.14357884
-0.49109417,-0.05202662
-0.51901203,0.01746157
0.14448325,0.052186757
0.02650851,0.17260471
-0.14456214,-0.1786654
-0.1617538,-0.16151276
-0.20817591,-0.28244877
-0.12310678,-0.114683166
0.009223521,-9.20631e-05
-0.319124,0.2666908
-0.15813562,0.34331948
-0.036929004,0.11783366
-0.32658142,0.06410985
-0.1849665,0.49829695
0.1808349,-0.1709222
-0.34730792,0.26826367
-0.30293193,0.07537663
-0.0038475096,0.16365199
0.12310572,0.18738112
0.0076881647,-0.13993545
-0.36968642,0.26994586
-0.07050037,0.2051112
0.043183014,0.26493707
0.123577684,0.0048500933
0.025418893,0.09827121
0.15540047,0.39695957
-0.24953757,0.09946443
-0.12666863,-0.049739692
-0.13919541,-0.12480138
-0.31406906,0.013768921
0.020526752,0.33149087
-0.07794564,-0.20552476
-0.22818297,0.5096432
-0.16357535,0.12760308
0.10306783,-0.19003236
-0.07133276,0.052657075
-0.43068123,-0.02609687
-0.0511881,-0.04336496
0.51518637,0.40161297
-0.32399344,0.12513965
-0.1329,-0.0982181
0.2635591,0.07975438
-0.09421803,0.04381593
-0.021608584,-0.0025035143
0.093838066,-0.14309943
-0.1517767,0.09081164
-0.32590246,-0.051171374
-0.013268568,-0.32217783
0.06290726,-0.22506781
0.08107263,0.24050504
-0.010098495,0.18291229
0.2945016,-0.13905016
-0.48422265,0.23560455
0.10993111,0.23607226
-0.122032575,0.423183
0.0965476,0.23335871
-0.18398586,-0.09088169
-0.23548155,0.24359885
0.081128016,0.06625795
-0.6359418,-0.11309308
-0.24662729,0.25327998
0.1900803,-0.033067506
-0.18047613,-0.20831211
-0.021231204,-0.049598698
-0.23131473,-0.20945992
-0.21227053,0.0063595213
-0.43840134,0.31437412
-0.35618752,0.31082147
-0.08899076,-0.31557798
-0.4035225,-0.22914706
0.20906644,-0.23022644
0.013092056,0.081536084
-0.0056852624,0.104498506
-0.25590783,0.18436542
0.068538114,-0.040589485
-0.4137916,0.3901864
0.5446007,0.17488264
0.08227317,-0.04091389
-0.008223794,0.017494341
0.1608517,0.032608047
-0.33192164,0.32264647
0.20110749,0.21535206
-0.131857,0.23583744
-0.163557,-0.13442165
-0.2567885,0.114697546
-0.09203495,-0.11918163
-0.0028768703,0.48112357
-0.4106022,-0.025934879
0.07480061,-0.32673436
-0.46656328,0.002115339
0.1016323,0.51672304
0.14109975,-0.11375861
0.14069994,0.13181886
-0.22168788,0.87976587
-0.08077898,-0.06157435
0.24304844,-0.29925418
-0.071842045,0.07082842
0.080240324,0.03569162
-0.007726297,0.014564313
-0.32469267,0.73761386
-0.27550945,0.07285745
-0.34881544,0.5666115
-0.25822395,-0.10268436
0.1491796,-0.15303661
0.008968838,-0.08726844
0.007507615,0.30140144
0.21080558,-0.36799794
-0.12054234,0.16978864
-0.056228667,0.07920468
-0.08121224,-0.18599223
-0.07797985,0.22184217
0.048243016,-0.23398422
-0.16936298,-0.06992869
-0.20518148,-0.21777983
-0.550734,0.31285554
0.19810165,-0.26914182
-0.32110953,0.11587857
0.014684729,0.111949325
0.31156683,0.15015072
-0.10090206,0.13008167
0.093355194,0.011970669
-0.06559442,0.121369496
0.13859032,-0.36149958
0.0635542,-0.23610865
0.16731088,0.11102685
0.020863526,0.057638053
-0.37833732,-0.14459318
-0.0025399402,0.3203621
0.095781416,0.20145582
0.074222684,-0.14395677
-0.32557473,0.058369093
0.2171293,0.051480047
-0.16006966,0.15518554
-0.09490526,0.0039090514
-0.09592939,0.016649084
-0.121131964,0.3798715
-0.28928262,0.045062788
-0.11607233,0.015676336
-0.23875563,0.06961157
-0.42681926,0.09847897
-0.40051872,-0.17132297
-0.40984333,-0.010369539
-0.052064154,0.18093388
0.2225252,0.21260625
-0.24628592,0.46852264
0.06758955,0.046853807
0.10456471,0.24024518
-0.29825503,-0.049357478
-0.33485937,0.40209794
-0.25727296,0.06465672
0.01562602,0.047059804
0.22622712,0.0318543
0.0067151934,-0.332523
0.3374108,0.1849582
0.04845789,0.17392634
-0.13817164,0.31132695
-0.2920909,-0.25836262
-0.14601897,0.15475917
0.33079493,0.23315226
-0.18135633,-0.10764736
-0.009014331,-0.15175761
-0.20226972,0.14093788
-0.22806951,0.07306266
-0.24587281,0.22870588
0.083681285,0.628189
-0.13166833,0.15050861
-0.46247923,0.5612925
-0.1030969,-0.1763062
-0.10700279,0.08113702
-0.1305747,0.29830313
-0.30312592,0.20352146
-0.19050562,0.22745542
0.27035892,0.16197962
-0.18128166,-0.15567683
-0.046541676,-0.14061998
-0.11646851,0.13902482
-0.2510594,0.2753877
0.12168498,0.13244946
-0.06395579,0.04805226
0.16831772,0.09717034
0.15972488,-0.36968628
-0.102438994,0.19266641
-0.21808738,-0.043937918
-0.5491713,-0.08177617
-0.038377915,-0.2958416
-0.4132244,0.51383835
-0.33450085,0.22162005
0.07883735,0.14804739
-0.08599811,0.03692406
0.037045583,0.01492398
-0.4901988,0.21234748
-0.10316937,0.15155011
0.12211585,-0.055193763
0.1791846,0.25595927
-0.35060304,0.28650552
-0.0031431615,0.010897797
-0.03074453,-0.0015017875
0.3383128,0.21785747
-0.4898221,0.12166104
0.23359258,0.14852071
0.047343165,0.23978533
-0.055533998,-0.2100512
0.16687937,0.048266087
-0.26440048,-0.16639553
-0.4485901,-0.13320541
-0.15286325,-0.53888386
-0.5016344,0.25639755
-0.22025566,0.21835016
-0.14258891,0.69397664
-0.6485382,-0.009668559
-0.46767235,0.48105893
0.19140272,-0.13171366
0.14396852,-0.23084171
-0.1285315,0.1532088
-0.32342136,0.28631684
0.27222443,0.13171574
-0.24089319,0.23423658
-0.17695956,0.19055772
-0.23222439,0.06264163
0.077596754,0.23098062
-0.41662258,-0.06889191
-0.33181933,0.1587833
-0.545463,0.5483601
-0.28030318,-0.28884
-0.051417172,0.29795066
-0.26253664,-0.17015202
0.13376836,0.494741
-0.4048069,0.3862294
-0.27410042,-0.36688286
-0.11965783,0.18321618
-0.25040105,-0.25408524
-0.08916412,-0.0734192
-0.10110419,0.07141611
-0.35701358,0.111142546
-0.10783203,-0.4713847
-0.5183227,0.0036367849
-0.021854654,0.01403773
-0.4674126,-0.5036562
0.0955895,-0.019495007
0.007128112,-0.027626816
0.05021204,0.009532031
0.011880085,0.16221394
-0.16675763,0.082183436
-0.4046048,0.14898464
-0.15622155,0.23748796
-0.030141637,0.37351668
0.083657846,-0.052520048
-0.6002274,0.33796656
-0.55089563,0.304386
-0.6356773,0.10077329
-0.17121023,-0.2990713
-0.20558475,0.10354742
-0.35833246,-0.36768833
-0.60064864,-0.11953373
0.22953568,0.24456513
-0.22617479,0.22991458
-0.5938973,0.08550495
-0.3736921,-0.26095483
-0.065794304,0.1199391
0.037943646,-0.24813853
-0.4631076,0.02668161
-0.029853515,0.0845009
-0.4022007,0.0012593307
0.1045046,-0.05976375
-0.17155384,0.088437036
0.09414196,-0.19648458
0.03448583,-0.44434354
-0.27218604,0.010550335
0.1863084,0.18685654
-0.33597624,0.26949176
-0.32231292,-0.5029281
0.01195126,-0.20943291
-0.36484653,0.14386487
-0.41023195,0.19285099
-0.46068883,-0.24503665
-0.08465034,-0.507493
-0.25225675,-0.65285873
-0.7649107,-0.1515111
-0.253273,0.12593065
-0.23358764,-0.0015101135
-0.24956976,0.4411979
-0.06432252,0.31484234
0.3478337,-0.28413123
-0.68714774,0.2852656
-0.02452232,0.14792573
-0.14222856,0.043542493
-0.1631798,-0.30682787
-0.5096199,0.035300076
-0.08371688,0.39779282
-0.14959025,0.2984027
-0.04298627,0.4015342
-0.3664881,0.13972607
-0.26777518,0.10838486
-0.339556,-0.27219146
0.044255257,0.12978028
-0.019889258,0.042910032
-0.42039317,0.14896525
-0.16252078,-0.34616023
-0.16638005,0.49914902
0.26828182,0.24676187
-0.12247122,-0.24595876
-0.07779872,-0.11613585
-0.17225298,0.21322708
0.15343745,0.117958814
-0.071998715,0.13366
-0.008789778,-0.0981441
-0.2661401,0.2585508
-0.30284077,-0.05216087
0.056927457,0.33229393
-0.35240698,-0.13476937
-0.029832818,-0.26200303
-0.25955793,0.11723742
0.03389208,-0.0013739429
-0.23873557,0.20037813
-0.21451741,-0.34347114
-0.43531704,-0.01249975
-0.3197167,-0.442861
-0.010887481,-0.10099147
-0.39694506,0.20401429
0.28991288,0.25427765
-0.21871793,0.41534352
-0.1903795,0.073681206
-0.11513355,-0.13564338
-0.13508515,0.014733274
-0.12701158,0.18560171
-0.08809948,0.04659613
-0.08563928,-0.15283306
-0.33624917,0.15867321
-0.12170816,-0.022276621
-0.3233327,0.26828688
0.29344314,-0.25794625
-0.023418255,0.2852318
-0.072016865,0.10764775
-0.08954252,-0.032966096
-0.31375456,-0.6139061
-0.034860462,-0.2544741
-0.072768174,-0.24052052
-0.30956882,-0.089227915
0.11087006,0.07947974
0.39159817,0.2983768
0.12927218,0.27816278
-0.10925063,-0.24436875
-0.028626628,-0.07042609
-0.39343196,0.058302004
-0.13434395,0.011994522
-0.08779904,0.21658543
-0.035154074,0.021076018
-0.29020333,0.13986383
-0.006925717,0.15327016
-0.30080473,-0.013620857
-0.14015841,0.03531353
-0.3698799,0.6401542
0.21239896,-0.18778636
-0.15997444,0.2998187
-0.100979306,-0.08271177
-0.20635761,-0.1815133
0.12677628,0.03279598
-0.49693394,0.09695229
0.28313845,-0.33851913
0.17037316,0.051200073
-0.08777423,-0.09087284
-0.48345625,-0.1598235
0.049226776,0.21998248
-0.22432914,-0.053112496
-0.53677946,0.21842434
-0.061603844,0.07253687
-0.2497769,0.11052436
-0.119766936,-0.037912693
-0.33975983,-0.39524156
-0.31492776,-0.08509746
-0.11996431,-0.28257808
0.08764614,0.2946531
-0.32835698,0.1885161
-0.13779908,0.21927615
0.21502988,-0.18027675
-0.32955423,0.20507643
-0.04741808,0.09339521
0.4381454,-0.1119335
-0.03847797,-0.08373912
-0.22593558,0.06538587
0.103858724,-0.23653181
0.16554134,0.27287132
-0.13473387,-0.02039506
-0.38825852,-0.17240001
0.120835826,0.27441034
0.25579482,-0.14995861
-0.5702521,0.30629566
0.08537139,-0.19671655
-0.07851273,0.2551061
-0.030265607,0.2963757
-0.33659863,-0.158798
-0.08237129,0.030265136
-0.17907052,0.20899351
-0.4602244,-0.09343748
-0.17107525,0.40593484
0.25421113,0.11788301
0.043321848,-0.08596407
-0.6497389,0.22473514
0.04116316,0.015484963
0.26706392,-0.25764635
0.076956585,0.17717959
-0.61092913,0.06798522
0.2197731,-0.010532346
-0.16905716,0.45452815
-0.13036878,0.08506365
-0.09325167,-0.22299771
-0.20346154,-0.16247606
0.024358004,-0.15081297
-0.3607217,0.047888868
-0.05645467,0.49301234
0.39672232,0.06061399
-0.24339132,-0.1155518
-0.07464931,-0.4844017
-0.4997924,0.20486768
0.26561773,0.2946084
-0.5341205,0.082540885
-0.03618069,0.26602128
0.17068432,0.32823032
-0.053376745,0.2738354
0.12911136,0.023405703
0.30213392,-0.17470588
0.04530686,-0.13967468
0.060345963,0.10359496
0.13189897,0.28330293
-0.2260831,0.2795131
-0.109312266,-0.0007604733
0.13037483,0.03301436
-0.20419556,0.22931665
-0.17557603,-0.2567701
-0.0534674,0.27759504
-0.27490592,0.19875912
0.10298766,-0.4194175
0.033250585,0.25372213
-0.23911072,0.40185872
-0.098209776,0.17828959
-0.050537303,0.44723892
-0.30559093,-0.33834553
-0.06388607,0.046060752
0.21188106,0.17322353
-0.30780745,-0.020238247
0.096913725,-0.29577795
-0.0742765,-0.16632484
-0.055501953,-0.27258906
-0.438851,0.12253173
0.059739932,0.23038517
0.16681854,-0.35756227
0.0443324,-0.17698842
0.32532108,-0.09228921
-0.3885001,0.51475626
-0.46239048,0.08542626
-0.05225041,0.27711692
-0.263645,0.30859396
0.062411442,0.059420973
-0.259778,0.28354973
-0.106795065,-0.21051125
-0.3523602,-0.22532158
0.06252423,0.23165894
-0.12603691,0.21871577
-0.5040568,-0.08837588
-0.10916722,0.098420516
0.20905818,-0.5159611
0.13874498,0.22653046
0.060435593,-0.12361953
-0.1465637,-0.19270521
0.29846603,0.053095937
-0.38175035,-0.2797193
-0.1622467,-0.26303008
-0.22559026,-0.22132902
-0.39343536,0.3936677
0.1853707,0.17761874
-0.2088411,0.1444846
0.2503705,0.111540854
-0.4395439,-0.10169569
-0.2503816,0.18974103
-0.23567598,-0.14892457
0.0032046884,-0.10219918
-0.019459456,0.092920035
0.08116762,0.20070243
-0.07191518,0.00061161444
-0.1659212,0.26596496
-0.22025117,0.15511073
-0.07174027,0.15603621
0.083207875,0.36196312
-0.4386074,0.30620575
-0.15867719,0.07258947
-0.042689696,0.32876205
-0.0017047524,-0.088568255
0.11328688,0.13077419
-0.20616248,0.42447206
-0.23003225,-0.04979988
-0.04780244,-0.2726388
-0.44942796,0.01787407
-0.554738,-0.23261274
-0.2253896,-0.12961641
0.049321458,0.26777878
-0.10664847,0.13528788
-0.037206575,0.16589758
0.14375176,0.2933293
-0.09892205,0.010117069
-0.3611334,-0.065410435
-0.07520463,0.06969504
-0.39121157,0.25009272
-0.05641501,0.2761775
-0.3661595,0.27472743
-0.18493858,0.024295608
0.24719112,0.14569962
0.18947779,-0.24767183
-0.17518061,-0.068687424
0.09677589,0.09087822
0.1729929,0.22149302
-0.103432395,0.3553919
-0.078564584,0.17242853
-0.11710327,0.023171898
0.07667641,0.08963017
0.048961163,0.30747983
0.17488445,-0.16745315
-0.23595047,0.32055503
0.2257561,-0.2243555
0.08424972,0.004856311
0.21633227,0.13676398
-0.09345461,-0.44806883
-0.10750922,0.08840939
0.13113566,-0.25905883
-0.014018647,0.010336608
-0.10111799,0.3324919
-0.3247202,0.2092861
-0.2872925,0.08170183
-0.22615446,-0.3516388
0.30494684,0.25713283
-0.28491294,0.45775986
-0.075903445,0.12833098
-0.19885853,0.26598528
-0.31707868,0.40558028
-0.015048534,-0.094756186
-0.0005415529,0.09074961
-0.023501322,-0.29793772
-0.29243445,0.058755375
0.009822212,0.18793729
-0.010498598,-0.45239818
-0.28175282,0.045449387
-0.36624986,0.32966396
-0.25144258,0.053853706
-0.1661203,-0.0012450032
-0.1473683,-0.3614029
0.008408964,-0.09069142
-0.3959217,0.2704725
-0.27937457,-0.094992235
0.16601478,0.2920875
-0.34266403,0.29676473
0.2602622,0.26472375
0.26044762,-0.3154153
-0.14508724,-0.34961268
-0.069906995,-0.1772082
-0.40161842,0.06555703
0.10854161,0.17759232
-0.17121303,0.25822243
-0.124781504,-0.33304882
-0.16710362,0.056927152
-0.00016880035,0.1842039
-0.13494009,0.30562395
-0.064666346,-0.034334574
-0.24120262,-0.31657836
0.3254305,-0.09951329
0.29958606,0.16540483
-0.22965065,-0.021762054
-0.24354239,0.1294865
-0.25782096,0.024411254
0.2544282,-0.16710933
0.028754786,0.0028851666
-0.38685513,0.30594555
0.098951265,0.17486987
-0.23499413,-0.16352364
-0.19005166,-0.13855039
-0.27600616,0.22509229
-0.23519896,0.048823785
0.5004786,-0.31049335
-0.17245138,0.44182208
-0.25542596,0.2519604
0.15434058,-0.19784836
-0.07097669,0.071516916
-0.20998406,0.26876664
-0.15270984,-0.18897244
-0.021460928,-0.13220875
-0.31739232,0.0546729
0.060484722,-0.25664994
-0.23536472,-0.14168108
-0.2949605,-0.42667332
-0.008574523,0.16332622
-0.1474184,-0.32213834
0.35748988,-0.066934794
-0.28026468,-0.1756509
-0.016537987,-0.06424798
-0.09830855,0.078183144
0.0020781457,-0.11385597
-0.1028028,-0.1570676
-0.33186358,-0.40788525
-0.039373044,0.054453045
-0.15500897,-0.4252129
-0.57467085,0.2622283
-0.84553665,-0.25095746
-0.35721618,-0.2050581
-0.26051784,0.33154616
-0.25377303,-0.10163987
0.33482695,-0.39594528
0.020011358,0.3347113
0.22506644,-0.016377307
0.21739127,-0.30837607
0.06044087,0.34729844
-0.26436484,-0.0057663172
0.12283969,0.44721398
0.086884886,-0.057047915
-0.24844398,0.510882
-0.40026486,-0.16730969
-0.1388815,-0.19201027
-0.2570634,0.09632714
-0.13379729,-0.3545422
-0.0008235276,0.1948108
-0.055441502,0.14351428
0.08302745,0.20773695
-0.24132788,0.06198038
-0.0333056,0.08705238
0.07295394,-0.08520846
-0.4108308,-0.5420812
-0.052848797,0.2776494
-0.13035014,0.20696262
0.042482957,-0.099495664
-0.08949235,0.06756004
-0.21344224,0.15760219
0.0030806959,0.4337467
-0.21138805,0.27561027
0.020198494,-0.11266406
0.0057425797,0.1933073
0.006963186,0.23173632
-0.038303055,0.09671142
0.24131955,0.006616678
-0.12425183,0.03690602
-0.1551913,-0.15700927
0.17460008,0.07238908
-0.1292386,0.2943319
-0.24764703,-0.2903028
-0.5979068,0.24559785
-0.40234435,-0.15967928
0.03648816,-0.23233445
-0.41378707,0.007602468
-0.354541,-0.45531988
-0.3664196,0.26295862
0.3419417,0.09570919
0.2539398,-0.003679689
-0.02043198,-0.08603488
-0.14652987,0.29741305
-0.16488521,0.31207767
-0.52487504,0.18699382
-0.29002798,-0.106137976
-0.2382605,0.035891168
-0.31792426,0.12807335
-0.31520823,0.042829007
-0.39103413,0.09860277
0.018656485,-0.27252653
0.27138722,0.2767811
0.16442065,-0.115845814
-0.039967224,-0.3362615
-0.5190771,-0.04854994
0.29747468,0.3553283
-0.2687428,-0.09720841
0.5164236,-0.35580012
0.018762112,0.1565282
0.26544398,-0.112528786
-0.34720695,-0.018134482
0.0027159974,0.07545939
-0.017154992,-0.07016374
-0.15935835,0.26239258
-0.18519762,-0.07331993
-0.362486,-0.33800805
-0.2238082,0.27257514
0.42844963,0.12692672
-0.119419314,0.1377541
0.5045218,-0.13369529
-0.24201092,0.39096686
0.07719663,0.13081536
0.7176512,0.45162782
-0.094547,0.016429726
-0.11484666,0.01943111
-0.020151958,-0.18632142
-0.054300945,0.06524572
-0.011989117,0.001310721
0.13511641,-0.07062203
-0.19245598,-0.0121327825
0.1401184,0.08146572
-0.24239221,0.022890985
-0.18840742,-0.4267076
-0.2917295,-0.05542961
-0.15560722,0.13471602
-0.07844016,0.40536135
-0.30858955,0.352202
-0.38533372,0.0936731
-0.3030029,0.4258776
-0.24608576,0.33489275
-0.36775577,0.51559806
-0.22297874,-0.29080042
0.25163484,-0.12540746
-0.1631249,0.1916696
-0.1626404,0.08704601
0.040565476,0.25994807
0.16540872,-0.08248255
0.43440074,-0.24166338
-0.20603305,-0.22019626
0.34621483,0.2490409
-0.55178684,-0.2034173
-0.50609136,0.13278636
-0.17702669,-0.14843954
-0.21052726,-0.049427677
-0.41929877,0.4883678
-0.29220092,0.07001148
0.059333727,-0.12786923
0.02346816,-0.35489208
0.25411373,-0.22659664
-0.26094306,-0.4058011
-0.28951168,-0.07686883
-0.29144633,-0.09594262
0.074196786,-0.20289011
-0.5956606,-0.53674835
0.17108183,-0.012480751
-0.0010014102,-0.040838595
0.21287514,0.029136557
0.025213823,-0.3209257
-0.025603719,0.4877274
0.048073933,-0.41421115
0.022582926,-0.55844903
-0.5447718,0.14030385
-0.22469944,-0.18397725
0.020655632,-0.24648444
-0.2893216,0.24651185
-0.39692885,0.46927983
-0.20472592,-0.13140137
-0.1359488,-0.3589433
0.051727608,-0.10321765
-0.3869878,0.24207821
-0.089549586,0.3863116
-0.15480058,0.119297475
-0.05588305,0.18734501
-0.31438875,0.3534934
-0.23779729,0.16559476
-0.16365167,0.17288107
0.078949735,0.04813903
0.10082656,0.2726428
-0.17427889,-0.039619017
-0.4547484,0.11800401
-0.161516,0.04509818
0.09008758,0.23022191
0.068697676,-0.2987192
-0.20087393,0.10625726
-0.12931293,0.30915758
-0.08123922,0.38521022
-0.42474347,0.22322333
-0.29567975,0.093222305
-0.116322085,-0.041842278
-0.3925504,0.34074658
-0.17463566,-0.078603
0.08724679,0.014854191
-0.17892027,0.027126513
-0.16632,0.06228862
-0.22656421,0.042829037
0.24757408,0.110998645
0.13847442,0.14446285
0.017957203,0.20596793
-0.23919265,0.11159165
-0.1620685,-0.077147335
-0.19626698,0.3105811
0.08064248,0.29503065
-0.03210254,0.34968612
-0.026938446,0.62576115
0.014259234,0.27445766
0.37091976,-0.2154545
0.063454434,0.4363977
-0.2380551,-0.013239596
-0.4143172,0.20295553
-0.5664831,0.33550766
0.0076721236,-0.1673689
-0.21763486,-0.036418986
-0.002559431,0.1631037
0.21202399,-0.11127782
-0.21371815,0.30599546
-0.10678846,0.18499495
-0.22409469,-0.008040115
0.00053846836,0.2571044
-0.024905995,-0.2476648
-0.15737292,0.011743665
-0.28295845,0.020463398
-0.018364742,-0.030021127
-0.17287028,-0.009556737
-0.15003622,0.13736229
0.05632402,0.39932236
0.11102569,-0.12597425
-0.08819492,0.0033066235
0.24889846,-0.063572526
0.00033905357,0.11883254
-0.14471777,0.13334207
0.11950195,-0.30826318
-0.31424278,-0.17935896
-0.22765438,0.27997234
0.36702526,-0.05461419
-0.6860939,-0.022239555
-0.37018275,0.13282369
0.17131586,0.2508895
-0.18633701,-0.0027789362
-0.02097629,0.3980103
-0.34208605,-0.003433548
-0.19444968,-0.44875398
0.070901215,0.04328507
-0.2895022,-0.08951533
-0.7030044,-0.0027612783
-0.09373973,0.0044297315
-0.30082983,-0.008089352
-0.105645284,0.16988765
-0.13326985,0.28483227
0.06575331,-0.3529813
-0.38542753,0.024712801
-0.14068387,-0.36334696
-0.104062155,0.33608326
-0.51343966,-0.101228744
0.16941114,0.118181214
0.114240885,-0.0947399
0.13834679,-0.37404853
-0.35927767,0.49619642
-0.39834297,0.15503374
-0.12806593,0.019115133
-0.23501024,-0.24730732
0.052803397,-0.18911429
-0.12636234,0.30067414
-0.20207186,0.31538475
0.079564914,0.5130629
0.15209086,0.34601006
-0.21607792,-0.030243333
-0.315222,0.04616031
0.006597221,0.1257897
-0.08522928,0.21982977
0.14166664,0.4745595
0.023108236,0.055527057
-0.24406014,0.4800914
0.10062049,-0.15813822
-0.19600844,0.46324217
-0.03726302,0.39528254
-0.20674878,-0.12298849
-0.46665406,-0.2584219
-0.33065587,-0.10181379
-0.8054212,0.04427614
0.028893232,0.44111127
-0.2641603,0.2245739
-0.08821833,0.1003813
-0.4063902,0.12371318
-0.10547102,0.041890975
0.3397289,-0.21538751
0.0011720806,0.104497924
-0.3692301,-0.17560205
-0.3472789,-0.1629531
0.11982094,-0.047037024
-0.29470724,-0.061614987
-0.22780715,0.10534894
0.3312683,-0.14058684
-0.1289646,0.095021084
-0.1615574,0.008391801
-0.28190672,-0.026026536
-0.12092903,-0.004074741
-0.60494256,0.14303182
0.17337482,0.07754192
-0.3577627,-0.12629548
0.117409706,-0.113058716
-0.3759122,-0.3732263
-0.24645954,0.027419511
-0.2703904,0.2609263
0.04585184,0.48245284
0.11289556,0.09527401
-0.030791424,0.18219402
0.22026111,0.17840698
-0.20866585,-0.13048829
0.013534777,-0.08093414
0.21588118,0.09668374
-0.30956525,0.2968588
-0.12093221,-0.36824977
0.10038079,0.24524395
-0.1606099,0.22360435
-0.10639623,0.19776547
-0.40540248,-0.25457188
0.4823857,0.22936139
-0.3219638,-0.13210171
-0.1976986,0.10177462
-0.17978516,-0.4244884
0.041283265,-0.29348135
-0.14889142,0.12375449
-0.26131666,-0.013723236
-0.21826677,-0.122354284
-0.19631252,-0.046143834
0.1497889,-0.07437557
-0.20520124,-0.11717403
-0.26450402,0.2887489
0.04293531,0.23428583
0.07612723,0.6949296
-0.16379777,0.45958868
-0.15829086,-0.0209396
-0.04625281,0.41863653
-0.17616741,-0.39607424
-0.010997191,0.066221975
-0.056220453,0.49565396
0.08339648,-0.08391175
-0.17903227,0.47825584
-0.39924222,0.1635618
-0.1697364,0.041307308
-0.6355493,0.11941518
-0.33642507,-0.09791103
-0.09641461,-0.124617785
-0.08329736,-0.36981714
-0.11986175,0.37640134
0.06598784,0.3687428
-0.255028,0.096512705
-0.07279595,-0.10153577
0.07463302,0.43657264
-0.16944103,-0.15629406
0.07648428,0.17525117
0.23525985,0.22844443
0.0032083243,0.25712043
0.024426907,0.3118719
-0.31685585,-0.09040868
-0.07841617,-0.0452285
-0.13672756,0.29989216
-0.088689476,0.14121364
-0.109440774,-0.15364197
-0.042705085,-0.25910813
0.08660032,0.14779508
-0.10228316,-0.0019744374
-0.3146087,-0.11794652
0.21248691,-0.027233671
0.13519387,0.016395785
-0.0768392,0.35194942
0.12964232,-0.009780955
-0.12259521,0.24996282
-0.13932885,0.05779858
-0.028863817,-0.36224547
0.4469111,0.20778671
-0.02969981,-0.22144829
-0.2051351,-0.017674468
-0.2579219,0.11793658
-0.3374344,0.3912839
-0.2673831,0.023831937
-0.10718545,-0.24111049
-0.26671678,-0.08810972
0.14005525,0.040339738
-0.5671417,0.09651932
0.018506035,-0.2648337
0.0021752492,0.13478586
0.061506107,0.032049574
-0.13525146,0.45302537
0.04692276,0.18952723
0.13636681,0.18997331
-0.10706261,0.37555626
0.26818013,-0.41047192
-0.21163194,0.08334033
0.13197492,0.36728212
-0.139198,-0.048801903
-0.1894618,-0.0102534
0.058089852,0.21479417
-0.032628357,0.029129371
-0.39143145,0.16912028
-0.14940673,0.1534947
0.1899573,0.08522644
0.29992276,0.095273405
-0.20273834,-0.16632769
-0.0020309687,0.13088763
0.16235416,0.06629458
0.018384337,0.07840569
-0.048625257,0.4964031
-0.2043122,-0.13742079
-0.123301044,0.053756446
-0.09081805,-0.37823156
0.20425694,0.051054172
-0.28582555,-0.12376343
-0.44917697,-0.03526066
-0.2747646,0.11960992
0.03624955,-0.094703496
0.31584156,0.034329254
0.39577544,0.11011186
0.06122163,0.21515559
0.035223484,0.39643112
-0.40573734,-0.20849867
0.22909005,0.055389673
0.0414986,0.35881248
0.10660061,0.2878244
-0.26846367,0.11581145
0.0072875544,-0.15695633
